"AvailabilityZone","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargeFrequency","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractedCost","ContractedUnitPrice","EffectiveCost","InvoiceId","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceSubcategory","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags"
"instance-availabilityzone-26",597.288187,"analytics-billingaccountid-26","database-billingaccountname-26","database-billingaccounttype-26","database-billingcurrency-26",2024-03-13 10:06:08,2024-12-15 11:41:00,"database-capacityreservationid-26","Unused","Adjustment","Correction","network-chargedescription-26","Recurring",2024-04-09 11:29:51,2024-12-02 07:23:49,"Spend","container-commitmentdiscountid-26","analytics-commitmentdiscountname-26",250.766756,"Unused","analytics-commitmentdiscounttype-26","analytics-commitmentdiscountunit-26",762.648382,"gateway-consumedunit-26",25.929100,195.637650,465.886982,"compute-invoiceid-26","compute-invoiceissuername-26",737.153298,145.073543,"Other","container-pricingcurrency-26",855.491122,477.451076,578.063761,339.019087,"compute-pricingunit-26","network-providername-26","serverless-publishername-26","instance-regionid-26",NULL,"volume-resourceid-26",NULL,"volume-resourcetype-26","Internet of Things","compute-servicename-26","Networking","gateway-skuid-26","serverless-skumeter-26",NULL,"database-skupriceid-26","storage-subaccountid-26","container-subaccountname-26","database-subaccounttype-26","{""key"":""value-26""}"
"serverless-availabilityzone-27",526.529917,"analytics-billingaccountid-27","instance-billingaccountname-27","volume-billingaccounttype-27","storage-billingcurrency-27",2024-03-13 18:28:32,2024-04-12 08:19:47,"storage-capacityreservationid-27","Used","Tax","Correction","network-chargedescription-27","Usage-Based",2024-07-26 20:25:27,2024-10-28 15:24:20,"Spend","container-commitmentdiscountid-27","analytics-commitmentdiscountname-27",782.583074,"Used","compute-commitmentdiscounttype-27","network-commitmentdiscountunit-27",986.513284,"database-consumedunit-27",321.412243,NULL,790.891674,"compute-invoiceid-27","storage-invoiceissuername-27",486.046926,933.329880,"Dynamic","database-pricingcurrency-27",168.121986,-52.311730,865.816752,969.949073,"instance-pricingunit-27","compute-providername-27","serverless-publishername-27","compute-regionid-27","gateway-regionname-27","instance-resourceid-27","database-resourcename-27","serverless-resourcetype-27","Developer Tools","gateway-servicename-27","AI and Machine Learning","database-skuid-27","database-skumeter-27",NULL,"database-skupriceid-27","network-subaccountid-27","analytics-subaccountname-27","network-subaccounttype-27","{""key"":""value-27""}"
NULL,46.805761,"storage-billingaccountid-28",NULL,"gateway-billingaccounttype-28","instance-billingcurrency-28",2024-08-12 20:45:10,2024-07-08 02:26:36,"gateway-capacityreservationid-28",NULL,"Tax","Correction","instance-chargedescription-28","One-Time",2024-10-13 01:53:13,2024-06-20 19:21:31,"Spend","serverless-commitmentdiscountid-28","serverless-commitmentdiscountname-28",628.693488,"Used","volume-commitmentdiscounttype-28","analytics-commitmentdiscountunit-28",NULL,"database-consumedunit-28",25.373727,210.614150,17.471306,NULL,"compute-invoiceissuername-28",932.706711,913.236250,"Standard","storage-pricingcurrency-28",537.679089,706.164516,NULL,-440.341444,"network-pricingunit-28","compute-providername-28","serverless-publishername-28","serverless-regionid-28","instance-regionname-28","serverless-resourceid-28","compute-resourcename-28","analytics-resourcetype-28","Mobile","compute-servicename-28","Media","storage-skuid-28","network-skumeter-28",NULL,"gateway-skupriceid-28","storage-subaccountid-28","gateway-subaccountname-28","serverless-subaccounttype-28","{""key"":""value-28""}"
NULL,542.029882,"instance-billingaccountid-29",NULL,"analytics-billingaccounttype-29","instance-billingcurrency-29",2024-08-24 17:55:45,2024-01-13 10:13:58,"container-capacityreservationid-29","Used","Tax","Correction",NULL,"One-Time",2024-12-14 02:28:24,2024-02-23 12:38:39,"Spend","storage-commitmentdiscountid-29","container-commitmentdiscountname-29",345.613717,NULL,"container-commitmentdiscounttype-29","container-commitmentdiscountunit-29",174.419599,"storage-consumedunit-29",341.281989,588.979338,479.822791,"database-invoiceid-29","analytics-invoiceissuername-29",798.178816,182.028993,"Committed","container-pricingcurrency-29",502.033768,NULL,584.057148,NULL,"database-pricingunit-29","analytics-providername-29","compute-publishername-29","serverless-regionid-29","gateway-regionname-29",NULL,"compute-resourcename-29","analytics-resourcetype-29","Web","volume-servicename-29","Developer Tools","instance-skuid-29","network-skumeter-29",NULL,"container-skupriceid-29","gateway-subaccountid-29","gateway-subaccountname-29",NULL,"{""key"":""value-29""}"
"compute-availabilityzone-30",400.703144,"instance-billingaccountid-30","analytics-billingaccountname-30","compute-billingaccounttype-30","gateway-billingcurrency-30",2024-11-25 05:50:35,2024-12-26 07:18:33,"compute-capacityreservationid-30","Used","Tax","Correction","gateway-chargedescription-30","Recurring",2024-05-17 12:02:37,2024-05-26 15:05:34,"Spend","analytics-commitmentdiscountid-30","storage-commitmentdiscountname-30",-669.900940,"Used","database-commitmentdiscounttype-30","serverless-commitmentdiscountunit-30",383.240241,"serverless-consumedunit-30",296.795691,895.544717,819.822959,NULL,"gateway-invoiceissuername-30",482.971554,657.496633,"Committed","serverless-pricingcurrency-30",762.494830,NULL,878.603738,475.684746,"analytics-pricingunit-30","storage-providername-30","container-publishername-30","network-regionid-30","serverless-regionname-30",NULL,"database-resourcename-30","gateway-resourcetype-30","Management and Governance","volume-servicename-30","Web","storage-skuid-30","serverless-skumeter-30",NULL,"analytics-skupriceid-30",NULL,"database-subaccountname-30",NULL,NULL
"serverless-availabilityzone-31",213.984579,"volume-billingaccountid-31","instance-billingaccountname-31","network-billingaccounttype-31","storage-billingcurrency-31",2024-01-19 22:45:08,2024-10-26 00:18:26,"database-capacityreservationid-31","Unused","Tax","Correction","network-chargedescription-31","One-Time",2024-02-16 00:12:09,2024-08-27 21:52:27,"Spend","serverless-commitmentdiscountid-31","analytics-commitmentdiscountname-31",885.156675,"Unused","volume-commitmentdiscounttype-31",NULL,NULL,"gateway-consumedunit-31",621.229880,12.795902,144.780400,"analytics-invoiceid-31","network-invoiceissuername-31",240.942097,682.990328,NULL,"gateway-pricingcurrency-31",726.999493,-160.293550,105.604162,261.525143,"volume-pricingunit-31","serverless-providername-31","instance-publishername-31","analytics-regionid-31","volume-regionname-31",NULL,"container-resourcename-31","gateway-resourcetype-31","Identity","analytics-servicename-31","Management and Governance",NULL,"database-skumeter-31",NULL,NULL,"database-subaccountid-31","compute-subaccountname-31","serverless-subaccounttype-31","{""key"":""value-31""}"
"gateway-availabilityzone-32",499.456126,"serverless-billingaccountid-32","volume-billingaccountname-32","volume-billingaccounttype-32","storage-billingcurrency-32",2024-04-05 13:17:50,2024-05-07 07:56:17,"storage-capacityreservationid-32","Unused","Usage","Correction",NULL,"Usage-Based",2024-03-20 00:38:29,2024-05-10 20:16:16,"Usage","instance-commitmentdiscountid-32",NULL,95.577391,"Unused","container-commitmentdiscounttype-32","serverless-commitmentdiscountunit-32",232.687048,"compute-consumedunit-32",579.407732,18.273300,119.994408,"container-invoiceid-32","database-invoiceissuername-32",106.816970,319.473870,"Other","gateway-pricingcurrency-32",297.190019,153.484198,699.749077,751.688811,"volume-pricingunit-32","instance-providername-32","serverless-publishername-32",NULL,"gateway-regionname-32","storage-resourceid-32","serverless-resourcename-32","volume-resourcetype-32","Storage","volume-servicename-32","Databases","container-skuid-32",NULL,NULL,"compute-skupriceid-32","analytics-subaccountid-32","network-subaccountname-32","storage-subaccounttype-32","{""key"":""value-32""}"
"volume-availabilityzone-33",-504.914759,"gateway-billingaccountid-33","database-billingaccountname-33","compute-billingaccounttype-33","storage-billingcurrency-33",2024-09-20 05:21:39,2024-04-28 20:16:24,"database-capacityreservationid-33","Used","Tax","Correction","compute-chargedescription-33","Recurring",2024-07-18 22:54:23,2024-10-19 11:59:29,"Spend","storage-commitmentdiscountid-33","volume-commitmentdiscountname-33",534.023687,"Used","storage-commitmentdiscounttype-33","analytics-commitmentdiscountunit-33",822.783048,"gateway-consumedunit-33",819.402719,91.607964,668.957162,NULL,"gateway-invoiceissuername-33",987.207732,675.348372,NULL,"storage-pricingcurrency-33",931.711673,417.793215,318.269641,607.645644,"storage-pricingunit-33","network-providername-33","network-publishername-33","database-regionid-33","container-regionname-33","serverless-resourceid-33","container-resourcename-33","volume-resourcetype-33","Storage","instance-servicename-33","Analytics",NULL,"container-skumeter-33",NULL,"network-skupriceid-33","analytics-subaccountid-33","instance-subaccountname-33","container-subaccounttype-33",NULL
"storage-availabilityzone-34",653.800389,"volume-billingaccountid-34","network-billingaccountname-34","gateway-billingaccounttype-34","analytics-billingcurrency-34",2024-06-04 13:27:07,2024-11-28 23:05:43,"network-capacityreservationid-34","Used","Purchase","Correction","storage-chargedescription-34","Recurring",2024-08-07 23:53:18,2024-12-10 11:11:28,"Usage","container-commitmentdiscountid-34","instance-commitmentdiscountname-34",522.026122,"Unused","serverless-commitmentdiscounttype-34","analytics-commitmentdiscountunit-34",538.489045,"storage-consumedunit-34",666.900650,NULL,766.689695,"database-invoiceid-34","serverless-invoiceissuername-34",567.202856,NULL,"Other","serverless-pricingcurrency-34",157.233986,664.779102,483.345663,499.299153,"storage-pricingunit-34","database-providername-34","database-publishername-34","database-regionid-34","network-regionname-34","container-resourceid-34","gateway-resourcename-34","compute-resourcetype-34","Business Applications","gateway-servicename-34","Networking","compute-skuid-34","container-skumeter-34",NULL,"compute-skupriceid-34","volume-subaccountid-34","database-subaccountname-34","compute-subaccounttype-34",NULL
"instance-availabilityzone-35",65.812142,"serverless-billingaccountid-35",NULL,"analytics-billingaccounttype-35","network-billingcurrency-35",2024-11-14 11:22:22,2024-06-03 09:23:02,"gateway-capacityreservationid-35","Unused","Tax","Correction","network-chargedescription-35","One-Time",2024-03-27 06:01:04,2024-05-08 21:18:16,NULL,"serverless-commitmentdiscountid-35","storage-commitmentdiscountname-35",781.661458,NULL,"serverless-commitmentdiscounttype-35","network-commitmentdiscountunit-35",147.692877,"gateway-consumedunit-35",641.671919,904.458309,-344.444155,"serverless-invoiceid-35","analytics-invoiceissuername-35",389.408040,710.642820,"Other","database-pricingcurrency-35",438.876402,-260.514106,NULL,-179.585732,"storage-pricingunit-35","instance-providername-35","gateway-publishername-35","compute-regionid-35","database-regionname-35","instance-resourceid-35","serverless-resourcename-35","gateway-resourcetype-35","Developer Tools","serverless-servicename-35","Internet of Things","serverless-skuid-35","storage-skumeter-35",NULL,"serverless-skupriceid-35","serverless-subaccountid-35","compute-subaccountname-35",NULL,"{""key"":""value-35""}"
"gateway-availabilityzone-36",826.152078,"network-billingaccountid-36","volume-billingaccountname-36","container-billingaccounttype-36","instance-billingcurrency-36",2024-03-27 14:59:51,2024-08-07 05:59:32,NULL,"Unused","Tax","Correction","network-chargedescription-36","One-Time",2024-02-13 06:51:52,2024-07-16 10:17:13,"Spend","gateway-commitmentdiscountid-36","container-commitmentdiscountname-36",NULL,"Used",NULL,"instance-commitmentdiscountunit-36",24.552275,"storage-consumedunit-36",417.529983,NULL,582.415526,"analytics-invoiceid-36","gateway-invoiceissuername-36",122.455364,NULL,"Other","serverless-pricingcurrency-36",378.251391,877.812106,668.273200,30.713655,"volume-pricingunit-36","container-providername-36","instance-publishername-36","compute-regionid-36","volume-regionname-36","serverless-resourceid-36","gateway-resourcename-36","container-resourcetype-36","Developer Tools","instance-servicename-36","Internet of Things","gateway-skuid-36","storage-skumeter-36",NULL,"network-skupriceid-36","network-subaccountid-36",NULL,"storage-subaccounttype-36","{""key"":""value-36""}"
"instance-availabilityzone-37",827.708028,"storage-billingaccountid-37","serverless-billingaccountname-37","container-billingaccounttype-37","network-billingcurrency-37",2024-09-10 17:06:12,2024-05-26 19:32:15,"gateway-capacityreservationid-37","Used","Tax","Correction","database-chargedescription-37","One-Time",2024-01-13 19:19:03,2024-12-28 11:55:12,"Spend",NULL,"instance-commitmentdiscountname-37",899.572274,"Unused","container-commitmentdiscounttype-37",NULL,446.292017,"serverless-consumedunit-37",48.885007,407.183398,233.871640,"compute-invoiceid-37","instance-invoiceissuername-37",117.010786,980.561987,NULL,"compute-pricingcurrency-37",419.118609,-265.386890,755.664396,-503.336275,"storage-pricingunit-37","network-providername-37","analytics-publishername-37",NULL,"volume-regionname-37",NULL,"volume-resourcename-37","compute-resourcetype-37","Identity","container-servicename-37","Migration","container-skuid-37",NULL,NULL,"instance-skupriceid-37","container-subaccountid-37","serverless-subaccountname-37","volume-subaccounttype-37","{""key"":""value-37""}"
"volume-availabilityzone-38",270.520870,"volume-billingaccountid-38","compute-billingaccountname-38","gateway-billingaccounttype-38","compute-billingcurrency-38",2024-03-09 03:18:48,2024-03-24 17:36:13,"gateway-capacityreservationid-38","Unused","Purchase","Correction","storage-chargedescription-38","Usage-Based",2024-04-11 23:34:51,2024-10-23 02:02:10,"Usage","compute-commitmentdiscountid-38","database-commitmentdiscountname-38",514.339753,"Unused","gateway-commitmentdiscounttype-38","network-commitmentdiscountunit-38",14.017888,"database-consumedunit-38",435.528883,465.444487,618.346340,"storage-invoiceid-38","volume-invoiceissuername-38",-20.317903,243.492212,"Standard","storage-pricingcurrency-38",219.523427,969.823933,659.470993,988.871940,"analytics-pricingunit-38","gateway-providername-38","instance-publishername-38","database-regionid-38",NULL,"instance-resourceid-38","analytics-resourcename-38","analytics-resourcetype-38","Developer Tools","container-servicename-38","Developer Tools","storage-skuid-38","network-skumeter-38",NULL,"instance-skupriceid-38","instance-subaccountid-38","serverless-subaccountname-38",NULL,"{""key"":""value-38""}"
"network-availabilityzone-39",325.863920,"compute-billingaccountid-39","analytics-billingaccountname-39","analytics-billingaccounttype-39","instance-billingcurrency-39",2024-12-23 15:22:06,2024-06-05 10:17:43,"compute-capacityreservationid-39","Unused","Purchase","Correction","instance-chargedescription-39","Usage-Based",2024-07-03 07:58:27,2024-12-20 04:39:15,"Spend",NULL,"volume-commitmentdiscountname-39",511.177795,"Used","serverless-commitmentdiscounttype-39","database-commitmentdiscountunit-39",723.929245,"analytics-consumedunit-39",130.582274,489.090845,389.561956,"container-invoiceid-39","database-invoiceissuername-39",727.676514,363.600095,"Dynamic","analytics-pricingcurrency-39",NULL,571.659420,373.574217,333.331943,"storage-pricingunit-39","instance-providername-39","network-publishername-39","serverless-regionid-39","network-regionname-39","network-resourceid-39",NULL,"database-resourcetype-39","Identity","instance-servicename-39","Databases","analytics-skuid-39",NULL,NULL,"storage-skupriceid-39","analytics-subaccountid-39","container-subaccountname-39","analytics-subaccounttype-39","{""key"":""value-39""}"
"compute-availabilityzone-40",707.805068,"instance-billingaccountid-40",NULL,"compute-billingaccounttype-40","instance-billingcurrency-40",2024-11-25 17:40:26,2024-10-02 08:49:10,NULL,"Unused","Tax","Correction",NULL,"Usage-Based",2024-04-25 00:13:21,2024-12-01 20:27:25,"Spend","instance-commitmentdiscountid-40",NULL,750.168706,"Used",NULL,NULL,5.527607,"container-consumedunit-40",545.529965,732.574869,960.476071,"instance-invoiceid-40","instance-invoiceissuername-40",87.870306,NULL,"Dynamic","volume-pricingcurrency-40",473.585967,-76.117741,857.672285,632.327411,NULL,"volume-providername-40","network-publishername-40","volume-regionid-40","storage-regionname-40","volume-resourceid-40",NULL,"gateway-resourcetype-40","Mobile","volume-servicename-40","Databases","volume-skuid-40","instance-skumeter-40",NULL,NULL,"storage-subaccountid-40","compute-subaccountname-40","volume-subaccounttype-40","{""key"":""value-40""}"
"database-availabilityzone-41",155.533790,"serverless-billingaccountid-41","storage-billingaccountname-41","instance-billingaccounttype-41","volume-billingcurrency-41",2024-12-28 08:28:12,2024-03-04 13:17:27,"analytics-capacityreservationid-41","Unused","Adjustment","Correction","network-chargedescription-41","Usage-Based",2024-04-18 09:54:17,2024-10-06 06:53:12,"Spend","instance-commitmentdiscountid-41",NULL,282.031318,"Unused","container-commitmentdiscounttype-41","network-commitmentdiscountunit-41",NULL,NULL,780.544716,NULL,157.721509,"container-invoiceid-41","compute-invoiceissuername-41",523.043692,914.756186,"Committed","network-pricingcurrency-41",233.084188,25.725415,NULL,712.086248,"analytics-pricingunit-41","gateway-providername-41","instance-publishername-41","compute-regionid-41","container-regionname-41",NULL,"gateway-resourcename-41","serverless-resourcetype-41","AI and Machine Learning","container-servicename-41","AI and Machine Learning","container-skuid-41","container-skumeter-41",NULL,"gateway-skupriceid-41","volume-subaccountid-41","container-subaccountname-41",NULL,NULL
"analytics-availabilityzone-42",677.088525,"serverless-billingaccountid-42","container-billingaccountname-42","serverless-billingaccounttype-42","serverless-billingcurrency-42",2024-01-17 09:24:00,2024-12-28 18:26:50,NULL,"Unused","Credit","Correction","compute-chargedescription-42","Recurring",2024-01-01 20:10:00,2024-08-02 03:19:07,NULL,"serverless-commitmentdiscountid-42","analytics-commitmentdiscountname-42",264.840507,NULL,"volume-commitmentdiscounttype-42","volume-commitmentdiscountunit-42",-848.324009,"serverless-consumedunit-42",6.894559,322.075277,683.115810,"database-invoiceid-42","container-invoiceissuername-42",368.586303,560.929535,NULL,"database-pricingcurrency-42",822.527367,-813.325934,NULL,-923.996099,NULL,"compute-providername-42","instance-publishername-42","gateway-regionid-42",NULL,NULL,NULL,"analytics-resourcetype-42","Mobile","compute-servicename-42","Compute","database-skuid-42","serverless-skumeter-42",NULL,"instance-skupriceid-42","serverless-subaccountid-42","gateway-subaccountname-42","instance-subaccounttype-42","{""key"":""value-42""}"
"instance-availabilityzone-43",776.464331,"container-billingaccountid-43",NULL,"storage-billingaccounttype-43","database-billingcurrency-43",2024-03-07 12:15:02,2024-03-19 10:11:41,NULL,"Used","Purchase","Correction","network-chargedescription-43","One-Time",2024-12-01 22:28:47,2024-11-04 11:15:58,"Spend","volume-commitmentdiscountid-43","compute-commitmentdiscountname-43",92.869736,"Unused",NULL,"serverless-commitmentdiscountunit-43",241.010334,"storage-consumedunit-43",625.452329,699.258305,169.915105,"gateway-invoiceid-43","storage-invoiceissuername-43",381.544731,627.363333,"Committed","analytics-pricingcurrency-43",519.812926,-53.362343,939.582070,953.783075,"database-pricingunit-43","instance-providername-43","container-publishername-43","network-regionid-43","gateway-regionname-43","database-resourceid-43","compute-resourcename-43","analytics-resourcetype-43","Databases","database-servicename-43","Integration","compute-skuid-43","volume-skumeter-43",NULL,"network-skupriceid-43","network-subaccountid-43","volume-subaccountname-43","analytics-subaccounttype-43","{""key"":""value-43""}"
"instance-availabilityzone-44",670.588322,"network-billingaccountid-44","gateway-billingaccountname-44","analytics-billingaccounttype-44","volume-billingcurrency-44",2024-06-16 22:32:19,2024-02-05 09:59:48,"analytics-capacityreservationid-44","Unused","Purchase","Correction","volume-chargedescription-44","Recurring",2024-01-08 01:34:34,2024-03-10 23:45:08,"Spend",NULL,"instance-commitmentdiscountname-44",719.062529,"Unused","gateway-commitmentdiscounttype-44","volume-commitmentdiscountunit-44",710.209357,"serverless-consumedunit-44",969.570636,878.079862,-226.539880,"volume-invoiceid-44","network-invoiceissuername-44",659.621216,NULL,"Other",NULL,875.074031,622.614100,872.853815,998.755694,"compute-pricingunit-44","serverless-providername-44","network-publishername-44","gateway-regionid-44",NULL,"serverless-resourceid-44","gateway-resourcename-44","instance-resourcetype-44","Security","volume-servicename-44","Management and Governance",NULL,"volume-skumeter-44",NULL,NULL,"compute-subaccountid-44","analytics-subaccountname-44","compute-subaccounttype-44","{""key"":""value-44""}"
"network-availabilityzone-45",502.518385,"storage-billingaccountid-45","container-billingaccountname-45","database-billingaccounttype-45","serverless-billingcurrency-45",2024-12-03 20:46:37,2024-03-17 07:40:33,"instance-capacityreservationid-45","Used","Adjustment","Correction","database-chargedescription-45","Usage-Based",2024-02-13 18:10:12,2024-08-13 21:42:24,"Usage","analytics-commitmentdiscountid-45","network-commitmentdiscountname-45",NULL,NULL,"compute-commitmentdiscounttype-45","gateway-commitmentdiscountunit-45",978.766589,"storage-consumedunit-45",-790.279540,980.640584,132.040276,"gateway-invoiceid-45","serverless-invoiceissuername-45",-74.568437,119.959215,"Standard","compute-pricingcurrency-45",NULL,86.511123,963.947576,865.471155,"database-pricingunit-45","network-providername-45","gateway-publishername-45","container-regionid-45","network-regionname-45","storage-resourceid-45","storage-resourcename-45","volume-resourcetype-45","Networking","serverless-servicename-45","AI and Machine Learning","database-skuid-45",NULL,NULL,"gateway-skupriceid-45","instance-subaccountid-45","gateway-subaccountname-45","compute-subaccounttype-45","{""key"":""value-45""}"
"compute-availabilityzone-46",328.259514,"instance-billingaccountid-46","gateway-billingaccountname-46","volume-billingaccounttype-46","container-billingcurrency-46",2024-05-05 23:01:16,2024-06-05 11:42:27,"volume-capacityreservationid-46","Unused","Tax","Correction","storage-chargedescription-46","Usage-Based",2024-10-04 17:17:27,2024-01-26 03:10:33,"Usage","compute-commitmentdiscountid-46","volume-commitmentdiscountname-46",370.270092,"Used",NULL,"volume-commitmentdiscountunit-46",711.134913,"storage-consumedunit-46",889.264107,857.683867,293.394467,"storage-invoiceid-46","analytics-invoiceissuername-46",853.914400,395.756934,"Committed","network-pricingcurrency-46",806.900664,52.415390,633.791635,NULL,"analytics-pricingunit-46","storage-providername-46","container-publishername-46","database-regionid-46","container-regionname-46",NULL,"instance-resourcename-46","volume-resourcetype-46","Media","compute-servicename-46","Management and Governance","gateway-skuid-46","volume-skumeter-46",NULL,"volume-skupriceid-46","volume-subaccountid-46","volume-subaccountname-46","database-subaccounttype-46",NULL
"instance-availabilityzone-47",102.778949,"volume-billingaccountid-47","gateway-billingaccountname-47","instance-billingaccounttype-47","database-billingcurrency-47",2024-02-20 15:46:56,2024-11-10 11:04:16,"container-capacityreservationid-47","Unused","Tax","Correction","instance-chargedescription-47","Recurring",2024-02-18 19:37:22,2024-07-01 20:48:36,"Usage","volume-commitmentdiscountid-47",NULL,10.711577,"Unused","storage-commitmentdiscounttype-47","network-commitmentdiscountunit-47",444.096562,"network-consumedunit-47",582.725720,809.318874,887.787583,NULL,"container-invoiceissuername-47",141.761817,511.282701,"Dynamic","volume-pricingcurrency-47",714.623212,NULL,878.474582,852.140598,"gateway-pricingunit-47","serverless-providername-47","network-publishername-47","compute-regionid-47","storage-regionname-47","compute-resourceid-47",NULL,"gateway-resourcetype-47","Storage","serverless-servicename-47","Management and Governance","database-skuid-47","analytics-skumeter-47",NULL,NULL,"container-subaccountid-47","database-subaccountname-47","compute-subaccounttype-47","{""key"":""value-47""}"
"volume-availabilityzone-48",-272.954314,"storage-billingaccountid-48","volume-billingaccountname-48","serverless-billingaccounttype-48","volume-billingcurrency-48",2024-05-05 23:16:57,2024-10-04 13:26:39,"serverless-capacityreservationid-48","Unused","Usage","Correction","container-chargedescription-48","Recurring",2024-05-26 19:24:33,2024-02-24 00:31:36,"Spend","serverless-commitmentdiscountid-48","storage-commitmentdiscountname-48",86.190049,"Unused","compute-commitmentdiscounttype-48","network-commitmentdiscountunit-48",733.236803,"compute-consumedunit-48",0.902080,237.255068,257.400434,"container-invoiceid-48","network-invoiceissuername-48",588.379767,630.723306,"Other","volume-pricingcurrency-48",804.821686,735.453710,778.761623,605.605712,"storage-pricingunit-48","compute-providername-48","database-publishername-48","database-regionid-48","serverless-regionname-48","database-resourceid-48","instance-resourcename-48","gateway-resourcetype-48","Migration","network-servicename-48","Compute","container-skuid-48",NULL,NULL,"container-skupriceid-48","analytics-subaccountid-48","analytics-subaccountname-48","compute-subaccounttype-48","{""key"":""value-48""}"
NULL,-485.373330,"container-billingaccountid-49","analytics-billingaccountname-49","analytics-billingaccounttype-49","gateway-billingcurrency-49",2024-01-18 01:13:18,2024-09-08 02:04:06,"serverless-capacityreservationid-49",NULL,"Purchase","Correction","serverless-chargedescription-49","Recurring",2024-09-16 19:25:45,2024-10-11 15:07:32,NULL,"serverless-commitmentdiscountid-49","network-commitmentdiscountname-49",321.174839,NULL,"compute-commitmentdiscounttype-49","compute-commitmentdiscountunit-49",716.703820,"instance-consumedunit-49",765.506807,949.619109,423.852286,"database-invoiceid-49","container-invoiceissuername-49",95.951881,237.897909,"Standard","analytics-pricingcurrency-49",359.002789,651.564261,927.937625,65.190876,"container-pricingunit-49","instance-providername-49","instance-publishername-49","volume-regionid-49",NULL,NULL,"storage-resourcename-49","storage-resourcetype-49","Storage","database-servicename-49","Media","volume-skuid-49","serverless-skumeter-49",NULL,NULL,"serverless-subaccountid-49","instance-subaccountname-49","serverless-subaccounttype-49","{""key"":""value-49""}"
"compute-availabilityzone-50",106.286621,"container-billingaccountid-50","volume-billingaccountname-50","serverless-billingaccounttype-50","storage-billingcurrency-50",2024-12-14 09:11:52,2024-12-04 21:25:11,NULL,"Used","Purchase","Correction",NULL,"Recurring",2024-09-20 22:33:08,2024-09-28 16:55:08,"Usage","serverless-commitmentdiscountid-50","serverless-commitmentdiscountname-50",572.023769,"Unused","network-commitmentdiscounttype-50","serverless-commitmentdiscountunit-50",NULL,"gateway-consumedunit-50",900.216239,785.961816,312.296359,"gateway-invoiceid-50","instance-invoiceissuername-50",394.674433,672.357742,"Dynamic","analytics-pricingcurrency-50",339.733683,-880.917057,940.198657,-639.409698,"compute-pricingunit-50","database-providername-50","database-publishername-50","container-regionid-50",NULL,"analytics-resourceid-50","gateway-resourcename-50","compute-resourcetype-50","Databases","network-servicename-50","Management and Governance","serverless-skuid-50","container-skumeter-50",NULL,NULL,"compute-subaccountid-50","gateway-subaccountname-50",NULL,"{""key"":""value-50""}"
"instance-availabilityzone-51",150.966100,"volume-billingaccountid-51","gateway-billingaccountname-51","database-billingaccounttype-51","volume-billingcurrency-51",2024-07-21 04:13:53,2024-09-10 03:42:27,"compute-capacityreservationid-51",NULL,"Credit","Correction",NULL,"Usage-Based",2024-03-21 20:31:42,2024-04-07 01:11:57,"Usage",NULL,"database-commitmentdiscountname-51",-798.555652,"Unused","storage-commitmentdiscounttype-51","storage-commitmentdiscountunit-51",NULL,NULL,76.528030,411.658016,289.184408,"network-invoiceid-51","container-invoiceissuername-51",369.826249,824.380628,NULL,"compute-pricingcurrency-51",NULL,126.554199,180.671370,857.880695,"instance-pricingunit-51","compute-providername-51","gateway-publishername-51","gateway-regionid-51","container-regionname-51","analytics-resourceid-51","gateway-resourcename-51","network-resourcetype-51","Internet of Things","analytics-servicename-51","Networking",NULL,"database-skumeter-51",NULL,"compute-skupriceid-51","compute-subaccountid-51","database-subaccountname-51","container-subaccounttype-51","{""key"":""value-51""}"
