"AvailabilityZone","BilledCost","BillingAccountId","BillingAccountName","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","ChargeClass","ChargeDescription","ChargeFrequency","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountStatus","CommitmentDiscountType","ConsumedQuantity","ConsumedUnit","ContractedCost","ContractedUnitPrice","EffectiveCost","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","SkuId","SkuPriceId","SubAccountId","SubAccountName","Tags"
NULL,446.451839,"analytics-billingaccountid-36","compute-billingaccountname-36","GBP",2024-03-02 21:50:14,2024-10-13 01:53:13,"Tax","Correction","container-chargedescription-36","Usage-Based",2024-04-08 14:47:36,2024-05-18 14:19:22,"Usage","analytics-commitmentdiscountid-36",NULL,"Used",NULL,812.515576,NULL,-719.477624,NULL,932.706711,"analytics-invoiceissuername-36",913.236250,NULL,"Standard",537.679089,"database-pricingunit-36","compute-providername-36","volume-publishername-36","compute-regionid-36","network-regionname-36",NULL,"instance-resourcename-36","volume-resourcetype-36","Security","serverless-servicename-36","database-skuid-36",NULL,"analytics-subaccountid-36","compute-subaccountname-36","{""key"":""value-36""}"
"storage-availabilityzone-37",585.317368,"container-billingaccountid-37","database-billingaccountname-37","USD",2024-12-21 17:39:24,2024-02-16 16:53:04,"Tax","Correction","gateway-chargedescription-37","Usage-Based",2024-10-03 10:25:13,2024-12-06 12:55:19,"Usage","compute-commitmentdiscountid-37","volume-commitmentdiscountname-37","Used","analytics-commitmentdiscounttype-37",NULL,"container-consumedunit-37",643.912734,358.823753,893.595290,"serverless-invoiceissuername-37",502.694144,286.720096,NULL,546.450961,"container-pricingunit-37","storage-providername-37","volume-publishername-37","storage-regionid-37","volume-regionname-37","container-resourceid-37","network-resourcename-37","database-resourcetype-37","Internet of Things","gateway-servicename-37","network-skuid-37","serverless-skupriceid-37","analytics-subaccountid-37","database-subaccountname-37","{""key"":""value-37""}"
NULL,501.648177,"compute-billingaccountid-38","database-billingaccountname-38","GBP",2024-01-14 16:30:43,2024-01-11 00:54:29,"Adjustment","Correction","instance-chargedescription-38","Recurring",2024-03-27 14:13:45,2024-06-21 01:20:43,NULL,"network-commitmentdiscountid-38","storage-commitmentdiscountname-38","Used","instance-commitmentdiscounttype-38",246.672151,"volume-consumedunit-38",895.594446,562.054214,-299.836076,"gateway-invoiceissuername-38",326.438672,950.988658,"Other",336.857492,"compute-pricingunit-38","serverless-providername-38","database-publishername-38","serverless-regionid-38",NULL,"instance-resourceid-38","volume-resourcename-38","network-resourcetype-38","Business Applications","serverless-servicename-38","compute-skuid-38","network-skupriceid-38","database-subaccountid-38","serverless-subaccountname-38","{""key"":""value-38""}"
"storage-availabilityzone-39",348.899100,"network-billingaccountid-39","container-billingaccountname-39","AUD",2024-10-07 00:47:28,2024-08-15 15:54:36,"Adjustment","Correction","compute-chargedescription-39","Recurring",2024-11-07 11:10:41,2024-06-05 12:16:13,"Usage",NULL,"database-commitmentdiscountname-39","Unused","volume-commitmentdiscounttype-39",565.437339,"serverless-consumedunit-39",689.108605,NULL,842.257752,"compute-invoiceissuername-39",118.045014,213.984579,"Other",822.744791,NULL,"compute-providername-39","serverless-publishername-39","gateway-regionid-39",NULL,"volume-resourceid-39",NULL,"analytics-resourcetype-39","Management and Governance","database-servicename-39","volume-skuid-39","gateway-skupriceid-39",NULL,"network-subaccountname-39",NULL
NULL,-566.347338,"network-billingaccountid-40","serverless-billingaccountname-40","AUD",2024-11-25 10:42:18,2024-12-17 13:29:34,"Adjustment","Correction","gateway-chargedescription-40","Usage-Based",2024-01-02 21:42:37,2024-07-25 00:08:37,"Spend","network-commitmentdiscountid-40","serverless-commitmentdiscountname-40","Used","gateway-commitmentdiscounttype-40",726.999493,"compute-consumedunit-40",191.350060,261.525143,548.218184,"volume-invoiceissuername-40",675.201531,478.613726,"Other",NULL,"container-pricingunit-40","volume-providername-40","gateway-publishername-40","analytics-regionid-40","storage-regionname-40","database-resourceid-40",NULL,"database-resourcetype-40","Web","compute-servicename-40","serverless-skuid-40","serverless-skupriceid-40","analytics-subaccountid-40","serverless-subaccountname-40","{""key"":""value-40""}"
"volume-availabilityzone-41",108.313324,"storage-billingaccountid-41","network-billingaccountname-41","AUD",2024-05-07 07:56:17,2024-06-05 13:46:05,"Purchase",NULL,NULL,"Usage-Based",2024-03-20 00:38:29,2024-05-10 20:16:16,"Usage","instance-commitmentdiscountid-41",NULL,"Used","instance-commitmentdiscounttype-41",208.924164,"serverless-consumedunit-41",972.248240,353.197399,24.306913,"serverless-invoiceissuername-41",-289.192151,NULL,"Dynamic",312.665731,NULL,"container-providername-41","database-publishername-41","volume-regionid-41","gateway-regionname-41","network-resourceid-41","storage-resourcename-41","container-resourcetype-41","Mobile","database-servicename-41","serverless-skuid-41","volume-skupriceid-41","serverless-subaccountid-41",NULL,"{""key"":""value-41""}"
"network-availabilityzone-42",144.796397,"serverless-billingaccountid-42","volume-billingaccountname-42","AUD",2024-12-08 14:32:05,2024-12-02 21:27:12,"Purchase","Correction","analytics-chargedescription-42","Usage-Based",2024-07-02 17:53:19,2024-01-04 16:41:13,"Usage","volume-commitmentdiscountid-42","network-commitmentdiscountname-42","Used","serverless-commitmentdiscounttype-42",514.540773,"gateway-consumedunit-42",96.584049,614.422310,951.918152,"database-invoiceissuername-42",812.381895,985.185704,"Committed",NULL,"storage-pricingunit-42","analytics-providername-42","volume-publishername-42","container-regionid-42","gateway-regionname-42","storage-resourceid-42","analytics-resourcename-42","analytics-resourcetype-42","Security","gateway-servicename-42","gateway-skuid-42","analytics-skupriceid-42","compute-subaccountid-42","instance-subaccountname-42",NULL
"volume-availabilityzone-43",696.433841,"serverless-billingaccountid-43",NULL,"GBP",2024-02-21 22:34:25,2024-06-27 07:15:36,"Tax","Correction","network-chargedescription-43","Recurring",2024-05-28 13:11:36,2024-03-15 16:58:53,"Spend",NULL,"container-commitmentdiscountname-43","Used","analytics-commitmentdiscounttype-43",887.628022,"compute-consumedunit-43",865.272339,205.014048,984.963425,"network-invoiceissuername-43",793.132045,115.278237,"Dynamic",NULL,"volume-pricingunit-43","volume-providername-43","compute-publishername-43","volume-regionid-43","instance-regionname-43","network-resourceid-43","storage-resourcename-43","storage-resourcetype-43","Multicloud","serverless-servicename-43","volume-skuid-43","database-skupriceid-43","database-subaccountid-43","storage-subaccountname-43","{""key"":""value-43""}"
"gateway-availabilityzone-44",619.128852,"volume-billingaccountid-44","analytics-billingaccountname-44","GBP",2024-10-21 17:15:41,2024-10-13 21:32:47,"Purchase","Correction","compute-chargedescription-44","Usage-Based",2024-08-06 08:41:34,2024-06-04 22:50:10,"Spend","storage-commitmentdiscountid-44","database-commitmentdiscountname-44","Used","analytics-commitmentdiscounttype-44",956.603401,"database-consumedunit-44",397.493970,217.379425,635.566373,"database-invoiceissuername-44",794.808636,NULL,NULL,778.782649,NULL,"volume-providername-44","container-publishername-44","compute-regionid-44","volume-regionname-44","database-resourceid-44","compute-resourcename-44",NULL,"Other","instance-servicename-44",NULL,"serverless-skupriceid-44",NULL,"network-subaccountname-44","{""key"":""value-44""}"
"analytics-availabilityzone-45",373.363117,"analytics-billingaccountid-45",NULL,"EUR",2024-05-02 14:43:33,2024-12-14 08:29:09,"Purchase",NULL,"volume-chargedescription-45","One-Time",2024-01-03 09:16:52,2024-04-08 02:17:39,"Spend","gateway-commitmentdiscountid-45","storage-commitmentdiscountname-45","Unused","network-commitmentdiscounttype-45",147.692877,"gateway-consumedunit-45",641.671919,904.458309,-344.444155,"container-invoiceissuername-45",662.193349,505.229222,"Committed",909.009414,"analytics-pricingunit-45","analytics-providername-45","serverless-publishername-45","compute-regionid-45",NULL,"storage-resourceid-45",NULL,"storage-resourcetype-45","Security","gateway-servicename-45","compute-skuid-45","database-skupriceid-45","instance-subaccountid-45","serverless-subaccountname-45","{""key"":""value-45""}"
"database-availabilityzone-46",639.101833,"container-billingaccountid-46","database-billingaccountname-46","USD",2024-08-19 15:41:24,2024-01-03 10:14:45,"Adjustment","Correction","volume-chargedescription-46","Recurring",2024-10-07 22:36:59,2024-11-17 05:12:59,"Spend","container-commitmentdiscountid-46","serverless-commitmentdiscountname-46","Used","compute-commitmentdiscounttype-46",NULL,"network-consumedunit-46",856.498469,558.470143,430.357072,"network-invoiceissuername-46",395.438836,794.681315,"Committed",NULL,"network-pricingunit-46","storage-providername-46","database-publishername-46","serverless-regionid-46",NULL,NULL,"storage-resourcename-46","storage-resourcetype-46","Analytics","container-servicename-46","analytics-skuid-46","gateway-skupriceid-46",NULL,"compute-subaccountname-46","{""key"":""value-46""}"
"gateway-availabilityzone-47",655.719645,"database-billingaccountid-47","instance-billingaccountname-47","JPY",2024-06-19 10:01:59,2024-09-26 13:51:58,"Usage","Correction","serverless-chargedescription-47","Usage-Based",2024-09-28 12:18:51,2024-06-15 17:30:08,"Spend","network-commitmentdiscountid-47",NULL,"Used","database-commitmentdiscounttype-47",827.708028,"container-consumedunit-47",650.074370,688.793922,354.138192,"storage-invoiceissuername-47",211.043899,804.348428,"Dynamic",765.715125,"analytics-pricingunit-47","gateway-providername-47","gateway-publishername-47","database-regionid-47",NULL,NULL,"instance-resourcename-47","compute-resourcetype-47","Web","volume-servicename-47","volume-skuid-47","volume-skupriceid-47",NULL,NULL,"{""key"":""value-47""}"
"database-availabilityzone-48",899.572274,"container-billingaccountid-48","serverless-billingaccountname-48","GBP",2024-02-12 10:42:09,2024-08-02 20:30:24,"Purchase","Correction",NULL,"Usage-Based",2024-02-20 12:58:03,2024-12-03 17:25:27,"Spend","gateway-commitmentdiscountid-48","container-commitmentdiscountname-48",NULL,"storage-commitmentdiscounttype-48",-461.947259,"volume-consumedunit-48",57.146720,191.541550,12.846648,"container-invoiceissuername-48",685.663630,127.681833,"Other",531.985597,"volume-pricingunit-48","volume-providername-48","analytics-publishername-48","volume-regionid-48","storage-regionname-48","serverless-resourceid-48",NULL,"compute-resourcetype-48","Databases","database-servicename-48",NULL,"instance-skupriceid-48","instance-subaccountid-48","serverless-subaccountname-48","{""key"":""value-48""}"
"gateway-availabilityzone-49",897.505154,"network-billingaccountid-49","volume-billingaccountname-49","EUR",2024-03-21 07:22:59,2024-07-25 19:47:05,"Usage","Correction","network-chargedescription-49","One-Time",2024-10-09 08:30:41,2024-04-17 16:47:30,"Usage",NULL,NULL,"Used","gateway-commitmentdiscounttype-49",465.444487,"network-consumedunit-49",150.883765,NULL,76.424908,"network-invoiceissuername-49",192.522075,160.906113,"Standard",969.823933,"serverless-pricingunit-49","analytics-providername-49","volume-publishername-49","storage-regionid-49","gateway-regionname-49","analytics-resourceid-49","storage-resourcename-49","instance-resourcetype-49","Mobile","analytics-servicename-49","analytics-skuid-49","container-skupriceid-49","instance-subaccountid-49",NULL,"{""key"":""value-49""}"
"instance-availabilityzone-50",837.618091,"instance-billingaccountid-50","serverless-billingaccountname-50","USD",2024-05-17 06:19:48,2024-01-24 11:26:48,"Adjustment","Correction","storage-chargedescription-50","Recurring",2024-02-13 06:43:58,2024-01-28 22:14:26,"Spend","volume-commitmentdiscountid-50","compute-commitmentdiscountname-50","Unused","volume-commitmentdiscounttype-50",173.454781,"network-consumedunit-50",-465.691813,955.761111,797.995524,"volume-invoiceissuername-50",978.284256,692.324754,"Dynamic",723.929245,"analytics-pricingunit-50","storage-providername-50","container-publishername-50","analytics-regionid-50","gateway-regionname-50","container-resourceid-50","gateway-resourcename-50","volume-resourcetype-50","Multicloud","volume-servicename-50","database-skuid-50","compute-skupriceid-50","container-subaccountid-50",NULL,"{""key"":""value-50""}"
"serverless-availabilityzone-51",333.331943,"serverless-billingaccountid-51","instance-billingaccountname-51","EUR",2024-06-20 09:16:42,2024-03-04 12:20:24,"Adjustment","Correction","storage-chargedescription-51","Usage-Based",2024-02-21 11:14:33,2024-04-12 17:21:03,"Usage","compute-commitmentdiscountid-51",NULL,"Unused","gateway-commitmentdiscounttype-51",449.769020,NULL,363.356260,95.106517,464.337456,"analytics-invoiceissuername-51",-594.266452,NULL,"Dynamic",4.876326,"volume-pricingunit-51","compute-providername-51","instance-publishername-51","analytics-regionid-51","database-regionname-51","instance-resourceid-51",NULL,"gateway-resourcetype-51","Networking","container-servicename-51",NULL,NULL,NULL,"compute-subaccountname-51","{""key"":""value-51""}"
"container-availabilityzone-52",545.529965,"database-billingaccountid-52","volume-billingaccountname-52","GBP",2024-07-25 21:05:18,2024-01-22 06:47:58,"Tax","Correction",NULL,"One-Time",2024-04-25 14:37:39,2024-01-28 05:20:58,"Spend","volume-commitmentdiscountid-52",NULL,"Unused","volume-commitmentdiscounttype-52",285.762043,"instance-consumedunit-52",112.994409,NULL,-741.815359,"volume-invoiceissuername-52",909.110725,386.877250,"Dynamic",372.576672,"volume-pricingunit-52","volume-providername-52","volume-publishername-52","analytics-regionid-52","network-regionname-52",NULL,"network-resourcename-52","analytics-resourcetype-52","Integration","serverless-servicename-52","volume-skuid-52","instance-skupriceid-52","network-subaccountid-52","database-subaccountname-52","{""key"":""value-52""}"
"volume-availabilityzone-53",295.058252,"network-billingaccountid-53","instance-billingaccountname-53","EUR",2024-09-02 05:49:00,2024-05-08 11:28:31,"Adjustment","Correction","storage-chargedescription-53","One-Time",2024-10-25 03:09:09,2024-11-15 02:31:48,"Usage","container-commitmentdiscountid-53","network-commitmentdiscountname-53","Used","compute-commitmentdiscounttype-53",22.107364,"container-consumedunit-53",188.536632,816.498257,-950.742869,"instance-invoiceissuername-53",-571.883558,705.721605,"Committed",NULL,"compute-pricingunit-53","network-providername-53","container-publishername-53","container-regionid-53","gateway-regionname-53","volume-resourceid-53","container-resourcename-53",NULL,"AI and Machine Learning","gateway-servicename-53","serverless-skuid-53","serverless-skupriceid-53","container-subaccountid-53","serverless-subaccountname-53",NULL
"analytics-availabilityzone-54",-411.547900,"volume-billingaccountid-54","gateway-billingaccountname-54","GBP",2024-11-05 15:56:39,2024-03-19 10:00:24,"Usage",NULL,"storage-chargedescription-54","One-Time",2024-08-02 03:19:07,2024-01-27 16:15:29,"Spend","storage-commitmentdiscountid-54","volume-commitmentdiscountname-54","Unused","instance-commitmentdiscounttype-54",NULL,"serverless-consumedunit-54",6.894559,322.075277,683.115810,"network-invoiceissuername-54",381.721190,296.754198,"Committed",NULL,"database-pricingunit-54","storage-providername-54","instance-publishername-54","instance-regionid-54",NULL,NULL,"volume-resourcename-54",NULL,"Business Applications","compute-servicename-54","serverless-skuid-54","compute-skupriceid-54",NULL,NULL,"{""key"":""value-54""}"
"serverless-availabilityzone-55",82.698421,"instance-billingaccountid-55","instance-billingaccountname-55","JPY",2024-11-25 09:41:22,2024-09-17 20:48:19,"Adjustment","Correction","compute-chargedescription-55","One-Time",2024-05-07 05:31:15,2024-01-06 16:26:11,"Spend","database-commitmentdiscountid-55","instance-commitmentdiscountname-55","Used","network-commitmentdiscounttype-55",22.719374,"gateway-consumedunit-55",877.217769,254.307548,982.564547,"database-invoiceissuername-55",196.442570,67.688259,"Standard",907.126604,NULL,"database-providername-55","serverless-publishername-55","network-regionid-55","storage-regionname-55","serverless-resourceid-55","instance-resourcename-55","storage-resourcetype-55","Networking","storage-servicename-55","storage-skuid-55","database-skupriceid-55","serverless-subaccountid-55","serverless-subaccountname-55","{""key"":""value-55""}"
"serverless-availabilityzone-56",519.812926,"compute-billingaccountid-56",NULL,"GBP",2024-12-15 22:49:34,2024-05-25 13:18:13,"Tax","Correction","instance-chargedescription-56","One-Time",2024-05-14 05:20:26,2024-07-01 20:58:32,"Usage","gateway-commitmentdiscountid-56","storage-commitmentdiscountname-56","Unused","instance-commitmentdiscounttype-56",749.860747,"gateway-consumedunit-56",416.141236,537.428037,941.768810,"database-invoiceissuername-56",148.951932,991.587650,"Other",857.113278,"volume-pricingunit-56","volume-providername-56","storage-publishername-56","container-regionid-56",NULL,"compute-resourceid-56","container-resourcename-56","database-resourcetype-56","Other","gateway-servicename-56",NULL,"network-skupriceid-56",NULL,"instance-subaccountname-56","{""key"":""value-56""}"
"gateway-availabilityzone-57",886.787094,"container-billingaccountid-57","gateway-billingaccountname-57","AUD",2024-09-20 23:16:37,2024-12-20 04:52:13,"Usage","Correction","serverless-chargedescription-57","Recurring",2024-01-16 20:03:21,2024-11-22 14:27:59,"Usage","instance-commitmentdiscountid-57","compute-commitmentdiscountname-57","Used","gateway-commitmentdiscounttype-57",NULL,"serverless-consumedunit-57",305.877002,806.337287,802.617302,"container-invoiceissuername-57",21.003324,135.857802,"Standard",470.971514,NULL,"serverless-providername-57","gateway-publishername-57","container-regionid-57","storage-regionname-57","container-resourceid-57","serverless-resourcename-57","compute-resourcetype-57","Storage","gateway-servicename-57","network-skuid-57","database-skupriceid-57","container-subaccountid-57","instance-subaccountname-57","{""key"":""value-57""}"
NULL,858.107523,"compute-billingaccountid-58","database-billingaccountname-58","AUD",2024-02-13 18:10:12,2024-08-13 21:42:24,"Tax","Correction","container-chargedescription-58","One-Time",2024-02-01 05:04:44,2024-10-19 23:30:41,"Usage",NULL,"volume-commitmentdiscountname-58",NULL,"instance-commitmentdiscounttype-58",-668.008582,NULL,166.900465,232.302899,-857.529571,"storage-invoiceissuername-58",-792.817578,290.708028,"Dynamic",372.746083,"network-pricingunit-58","gateway-providername-58","container-publishername-58","container-regionid-58","volume-regionname-58",NULL,"storage-resourcename-58","volume-resourcetype-58","Networking","serverless-servicename-58",NULL,"database-skupriceid-58",NULL,"gateway-subaccountname-58","{""key"":""value-58""}"
"gateway-availabilityzone-59",798.322061,"compute-billingaccountid-59","serverless-billingaccountname-59","USD",2024-04-21 19:44:43,2024-11-16 08:10:58,"Usage","Correction","analytics-chargedescription-59","Usage-Based",2024-06-15 21:39:33,2024-07-25 02:12:06,"Usage",NULL,"network-commitmentdiscountname-59","Used","storage-commitmentdiscounttype-59",551.264392,"storage-consumedunit-59",46.302801,389.045083,370.270092,"database-invoiceissuername-59",4.155587,906.947656,"Committed",176.946046,"serverless-pricingunit-59","instance-providername-59","instance-publishername-59","storage-regionid-59","storage-regionname-59","instance-resourceid-59","analytics-resourcename-59","serverless-resourcetype-59","Mobile","database-servicename-59","gateway-skuid-59","network-skupriceid-59",NULL,"container-subaccountname-59","{""key"":""value-59""}"
NULL,737.736877,"storage-billingaccountid-60","volume-billingaccountname-60","EUR",2024-10-17 00:58:53,2024-06-26 14:00:32,"Purchase","Correction","storage-chargedescription-60","Usage-Based",2024-04-26 16:55:54,2024-05-02 18:53:06,"Usage","gateway-commitmentdiscountid-60","database-commitmentdiscountname-60",NULL,"serverless-commitmentdiscounttype-60",935.135962,"analytics-consumedunit-60",70.389250,595.755741,527.255316,"container-invoiceissuername-60",276.191893,899.088243,"Standard",830.530383,"container-pricingunit-60","compute-providername-60","instance-publishername-60","serverless-regionid-60","instance-regionname-60","volume-resourceid-60",NULL,"compute-resourcetype-60","Identity","network-servicename-60","analytics-skuid-60","database-skupriceid-60","serverless-subaccountid-60","database-subaccountname-60","{""key"":""value-60""}"
